DATE,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
4/1/2010,39,",,0",22,",,0"
4/2/2010,40,",,0",14,",,0"
4/3/2010,35,",,0",19,",,0"
4/4/2010,37,",,0",18,",,0"
4/5/2010,43,",,0",24,",,0"
4/6/2010,42,",,0",24,",,0"
4/7/2010,42,",,0",22,",,0"
4/8/2010,52,",,0",26,",,0"
4/9/2010,43,",,0",10,",,0"
4/10/2010,45,",,0",10,",,0"
4/11/2010,57,",,0",19,",,0"
4/12/2010,57,",,0",28,",,0"
4/13/2010,56,",,0",29,",,0"
4/14/2010,49,",,0",29,",,0"
4/15/2010,58,",,0",25,",,0"
4/16/2010,67,",,0",27,",,0"
4/17/2010,73,",,0",37,",,0"
4/18/2010,64,",,0",28,",,0"
4/19/2010,69,",,0",27,",,0"
4/20/2010,75,",,0",31,",,0"
4/21/2010,79,",,0",41,",,0"
4/22/2010,65,",,0",39,",,0"
4/23/2010,49,",,0",26,",,0"
4/24/2010,60,",,0",27,",,0"
4/25/2010,57,",,0",24,",,0"
4/26/2010,56,",,0",26,",,0"
4/27/2010,64,",,0",42,",,0"
4/28/2010,45,",,0",31,",,0"
4/29/2010,46,",,0",30,",,0"
4/30/2010,36,",,0",31,",,0"
5/1/2010,44,",,0",31,",,0"
5/2/2010,45,",,0",31,",,0"
5/3/2010,52,",,0",35,",,0"
5/4/2010,47,",,0",26,",,0"
5/5/2010,43,",,0",24,",,0"
5/6/2010,42,",,0",23,",,0"
5/7/2010,46,",,0",21,",,0"
5/8/2010,53,",,0",28,",,0"
5/9/2010,49,",,0",34,",,0"
5/10/2010,61,",,0",25,",,0"
5/11/2010,59,",,0",32,",,0"
5/12/2010,57,",,0",33,",,0"
5/13/2010,58,",,0",26,",,0"
5/14/2010,66,",,0",29,",,0"
5/15/2010,67,",,0",31,",,0"
5/16/2010,71,",,0",33,",,0"
5/17/2010,73,",,0",40,",,0"
5/18/2010,76,",,0",44,",,0"
5/19/2010,63,",,0",42,",,0"
5/20/2010,65,",,0",34,",,0"
5/21/2010,50,",,0",27,",,0"
5/22/2010,51,",,0",29,",,0"
5/23/2010,46,",,0",32,",,0"
5/24/2010,54,",,0",33,",,0"
5/25/2010,51,",,0",34,",,0"
5/26/2010,59,",,0",40,",,0"
5/27/2010,61,",,0",39,",,0"
5/28/2010,57,",,0",35,",,0"
5/29/2010,50,",,0",38,",,0"
5/30/2010,54,",,0",38,",,0"
5/31/2010,63,",,0",43,",,0"
6/1/2010,56,",,0",44,",,0"
6/2/2010,58,",,0",45,",,0"
6/3/2010,55,",,0",45,",,0"
6/4/2010,58,",,0",44,",,0"
6/5/2010,55,",,0",44,",,0"
6/6/2010,66,",,0",46,",,0"
6/7/2010,65,",,0",43,",,0"
6/8/2010,67,",,0",35,",,0"
6/9/2010,73,",,0",49,",,0"
6/10/2010,65,",,0",41,",,0"
6/11/2010,53,",,0",38,",,0"
6/12/2010,60,",,0",35,",,0"
6/13/2010,70,",,0",34,",,0"
6/14/2010,77,",,0",39,",,0"
6/15/2010,79,",,0",46,",,0"
6/16/2010,68,",,0",44,",,0"
6/17/2010,55,",,0",36,",,0"
6/18/2010,52,",,0",29,",,0"
6/19/2010,70,",,0",39,",,0"
6/20/2010,74,",,0",41,",,0"
6/21/2010,62,",,0",41,",,0"
6/22/2010,65,",,0",37,",,0"
6/23/2010,70,",,0",39,",,0"
6/24/2010,83,",,0",51,",,0"
6/25/2010,79,",,0",47,",,0"
6/26/2010,71,",,0",42,",,0"
6/27/2010,78,",,0",41,",,0"
6/28/2010,82,",,0",40,",,0"
6/29/2010,90,",,0",51,",,0"
6/30/2010,85,",,0",50,",,0"
7/1/2010,79,",,0",41,",,0"
7/2/2010,82,",,0",46,",,0"
7/3/2010,72,",,0",43,",,0"
7/4/2010,69,",,0",36,",,0"
7/5/2010,75,",,0",40,",,0"
7/6/2010,73,",,0",36,",,0"
7/7/2010,76,",,0",38,",,0"
7/8/2010,84,",,0",41,",,0"
7/9/2010,89,",,0",46,",,0"
7/10/2010,90,",,0",47,",,0"
7/11/2010,88,",,0",50,",,0"
7/12/2010,87,",,0",47,",,0"
7/13/2010,83,",,0",40,",,0"
7/14/2010,73,",,0",36,",,0"
7/15/2010,80,",,0",40,",,0"
7/16/2010,87,",,0",44,",,0"
7/17/2010,92,",,0",48,",,0"
7/18/2010,91,",,0",46,",,0"
7/19/2010,88,",,0",42,",,0"
7/20/2010,85,",,0",40,",,0"
7/21/2010,86,",,0",42,",,0"
7/22/2010,89,",,0",43,",,0"
7/23/2010,83,",,0",42,",,0"
7/24/2010,85,",,0",43,",,0"
7/25/2010,93,",,0",45,",,0"
7/26/2010,95,",,0",59,",,0"
7/27/2010,83,",,0",57,",,0"
7/28/2010,84,",,0",48,",,0"
7/29/2010,87,",,0",48,",,0"
7/30/2010,90,",,0",48,",,0"
7/31/2010,93,",,0",52,",,0"
8/1/2010,89,",,0",46,",,0"
8/2/2010,85,",,0",41,",,0"
8/3/2010,87,",,0",44,",,0"
8/4/2010,90,",,0",44,",,0"
8/5/2010,92,",,0",46,",,0"
8/6/2010,96,",,0",58,",,0"
8/7/2010,92,",,0",49,",,0"
8/8/2010,85,",,0",43,",,0"
8/9/2010,86,",,0",47,",,0"
8/10/2010,84,",,0",46,",,0"
8/11/2010,77,",,0",51,",,0"
8/12/2010,68,",,0",42,",,0"
8/13/2010,78,",,0",44,",,0"
8/14/2010,78,",,0",40,",,0"
8/15/2010,83,",,0",41,",,0"
8/16/2010,89,",,0",45,",,0"
8/17/2010,90,",,0",46,",,0"
8/18/2010,91,",,0",45,",,0"
8/19/2010,86,",,0",46,",,0"
8/20/2010,84,",,0",39,",,0"
8/21/2010,87,",,0",42,",,0"
8/22/2010,88,",,0",50,",,0"
8/23/2010,76,",,0",36,",,0"
8/24/2010,76,",,0",36,",,0"
8/25/2010,88,",,0",40,",,0"
8/26/2010,94,",,0",44,",,0"
8/27/2010,92,",,0",45,",,0"
8/28/2010,78,",,0",42,",,0"
8/29/2010,68,",,0",42,",,0"
8/30/2010,49,",,0",37,",,0"
8/31/2010,67,",,0",43,",,0"
9/1/2010,62,",,0",46,",,0"
9/2/2010,68,",,0",34,",,0"
9/3/2010,79,",,0",37,",,0"
9/4/2010,88,",,0",41,",,0"
9/5/2010,82,",,0",43,",,0"
9/6/2010,62,",,0",27,",,0"
9/7/2010,68,",,0",35,",,0"
9/8/2010,77,",,0",46,",,0"
9/9/2010,59,",,0",43,",,0"
9/10/2010,52,",,0",38,",,0"
9/11/2010,62,",,0",30,",,0"
9/12/2010,74,",,0",32,",,0"
9/13/2010,82,",,0",35,",,0"
9/14/2010,82,",,0",41,",,0"
9/15/2010,78,",,0",34,",,0"
9/16/2010,76,",,0",36,",,0"
9/17/2010,76,",,0",40,",,0"
9/18/2010,83,",,0",43,",,0"
9/19/2010,81,",,0",38,",,0"
9/20/2010,74,",,0",45,",,0"
9/21/2010,61,",,0",36,",,0"
9/22/2010,69,",,0",35,",,0"
9/23/2010,73,",,0",29,",,0"
9/24/2010,71,",,0",36,",,0"
9/25/2010,75,",,0",35,",,0"
9/26/2010,87,",,0",36,",,0"
9/27/2010,84,",,0",39,",,0"
9/28/2010,88,",,0",38,",,0"
9/29/2010,89,",,0",37,",,0"
9/30/2010,87,",,0",33,",,0"
10/1/2010,87,",,0",37,",,0"
10/2/2010,91,",,0",38,",,0"
10/3/2010,92,",,0",41,",,0"
10/4/2010,84,",,0",45,",,0"
10/5/2010,53,",,0",45,",,0"
10/6/2010,62,",,0",38,",,0"
10/7/2010,62,",,0",43,",,0"
10/8/2010,65,",,0",31,",,0"
10/9/2010,50,",,0",34,",,0"
10/10/2010,66,",,0",38,",,0"
10/11/2010,72,",,0",45,",,0"
10/12/2010,62,",,0",25,",,0"
10/13/2010,59,",,0",26,",,0"
10/14/2010,72,",,0",28,",,0"
10/15/2010,75,",,0",30,",,0"
10/16/2010,68,",,0",34,",,0"
10/17/2010,60,",,0",37,",,0"
10/18/2010,66,",,0",26,",,0"
10/19/2010,63,",,0",25,",,0"
10/20/2010,65,",,0",26,",,0"
10/21/2010,70,",,0",27,",,0"
10/22/2010,72,",,0",29,",,0"
10/23/2010,65,",,0",29,",,0"
10/24/2010,47,",,0",37,",,0"
10/25/2010,41,",,0",32,",,0"
10/26/2010,38,",,0",28,",,0"
10/27/2010,39,",,0",28,",,0"
10/28/2010,45,",,0",29,",,0"
10/29/2010,59,",,0",30,",,0"
10/30/2010,47,",,0",28,",,0"
10/31/2010,56,",,0",33,",,0"
11/1/2010,50,",,0",32,",,0"
11/2/2010,58,",,0",35,",,0"
11/3/2010,65,",,0",27,",,0"
11/4/2010,62,",,0",29,",,0"
11/5/2010,64,",,0",29,",,0"
11/6/2010,65,",,0",32,",,0"
11/7/2010,56,",,0",37,",,0"
11/8/2010,48,",,0",33,",,0"
11/9/2010,39,",,0",23,",,0"
11/10/2010,40,",,0",24,",,0"
11/11/2010,39,",,0",29,",,0"
11/12/2010,45,",,0",27,",,0"
11/13/2010,42,",,0",17,",,0"
11/14/2010,33,",,0",25,",,0"
11/15/2010,38,",,0",32,",,0"
11/16/2010,44,",,0",33,",,0"
11/17/2010,42,",,0",30,",,0"
11/18/2010,49,",,0",37,",,0"
11/19/2010,44,",,0",26,",,0"
11/20/2010,33,",,0",27,",,0"
11/21/2010,32,",,0",14,",,0"
11/22/2010,26,",,0",17,",,0"
11/23/2010,28,",,0",19,",,0"
11/24/2010,20,",,0",-13,",,0"
11/25/2010,15,",,0",-13,",,0"
11/26/2010,25,",,0",6,",,0"
11/27/2010,40,",,0",24,",,0"
11/28/2010,34,",,0",22,",,0"
11/29/2010,31,",,0",6,",,0"
11/30/2010,30,",,0",4,",,0"
12/1/2010,32,",,0",21,",,0"
12/2/2010,34,",,0",28,",,0"
12/3/2010,35,",,0",24,",,0"
12/4/2010,35,",,0",6,",,0"
12/5/2010,28,",,0",18,",,0"
12/6/2010,38,",,0",17,",,0"
12/7/2010,29,",,0",13,",,0"
12/8/2010,39,",,0",13,",,0"
12/9/2010,37,",,0",28,",,0"
12/10/2010,37,",,0",28,",,0"
12/11/2010,35,",,0",23,",,0"
12/12/2010,32,",,0",25,",,0"
12/13/2010,37,",,0",32,",,0"
12/14/2010,38,",,0",32,",,0"
12/15/2010,36,",,0",22,",,0"
12/16/2010,31,",,0",13,",,0"
12/17/2010,32,",,0",2,",,0"
12/18/2010,27,",,0",2,",,0"
12/19/2010,31,",,0",18,",,0"
12/20/2010,30,",,0",24,",,0"
12/21/2010,34,",,0",4,",,0"
12/22/2010,35,",,0",5,",,0"
12/23/2010,35,",,0",6,",,0"
12/24/2010,41,",,0",10,",,0"
12/25/2010,39,",,0",11,",,0"
12/26/2010,40,",,0",14,",,0"
12/27/2010,34,",,0",23,",,0"
12/28/2010,33,",,0",24,",,0"
12/29/2010,33,",,0",30,",,0"
12/30/2010,32,",,0",6,",,0"
12/31/2010,24,",,0",-10,",,0"
1/1/2011,20,",,7",-10,",,7"
1/2/2011,21,",,7",-9,",,7"
1/3/2011,23,",,7",-3,",,7"
1/4/2011,29,",,7",-5,",,7"
1/5/2011,23,",,7",-4,",,7"
1/6/2011,40,",,7",21,",,7"
1/7/2011,36,",,7",30,",,7"
1/8/2011,47,",,7",26,",,7"
1/9/2011,36,",,7",6,",,7"
1/10/2011,27,",,7",9,",,7"
1/11/2011,22,",,7",2,",,7"
1/12/2011,28,",,7",3,",,7"
1/13/2011,32,",,7",24,",,7"
1/14/2011,35,",,7",32,",,7"
1/15/2011,36,",,7",31,",,7"
1/16/2011,39,",,7",32,",,7"
1/17/2011,36,",,7",32,",,7"
1/18/2011,41,",,7",26,",,7"
1/19/2011,38,",,7",22,",,7"
1/20/2011,34,",,7",2,",,7"
1/21/2011,25,",,7",6,",,7"
1/22/2011,35,",,7",25,",,7"
1/23/2011,40,",,7",9,",,7"
1/24/2011,36,",,7",15,",,7"
1/25/2011,37,",,7",22,",,7"
1/26/2011,40,",,7",11,",,7"
1/27/2011,41,",,7",13,",,7"
1/28/2011,48,",,7",15,",,7"
1/29/2011,52,",,7",17,",,7"
1/30/2011,42,",,7",18,",,7"
1/31/2011,43,",,7",9,",,7"
2/1/2011,31,",,7",-5,",,7"
2/2/2011,26,",,7",-10,",,7"
2/3/2011,28,",,7",-8,",,7"
2/4/2011,29,",,7",5,",,7"
2/5/2011,42,",,7",28,",,7"
2/6/2011,43,",,7",20,",,7"
2/7/2011,34,",,7",24,",,7"
2/8/2011,37,",,7",17,",,7"
2/9/2011,38,",,7",12,",,7"
2/10/2011,33,",,7",12,",,7"
2/11/2011,41,",,7",8,",,7"
2/12/2011,48,",,7",13,",,7"
2/13/2011,54,",,7",30,",,7"
2/14/2011,52,",,7",22,",,7"
2/15/2011,53,",,7",29,",,7"
2/16/2011,48,",,7",32,",,7"
2/17/2011,35,",,7",17,",,7"
2/18/2011,30,",,7",21,",,7"
2/19/2011,38,",,7",10,",,7"
2/20/2011,31,",,7",19,",,7"
2/21/2011,37,",,7",17,",,7"
2/22/2011,31,",,7",21,",,7"
2/23/2011,31,",,7",14,",,7"
2/24/2011,30,",,7",10,",,7"
2/25/2011,31,",,7",-3,",,7"
2/26/2011,31,",,7",-13,",,7"
2/27/2011,29,",,7",-9,",,7"
2/28/2011,35,",,7",4,",,7"
3/1/2011,33,",,7",25,",,7"
3/2/2011,46,",,7",17,",,7"
3/3/2011,42,",,7",31,",,7"
3/4/2011,43,",,7",20,",,7"
3/5/2011,42,",,7",26,",,7"
3/6/2011,41,",,7",24,",,7"
3/7/2011,45,",,7",14,",,7"
3/8/2011,36,",,7",12,",,7"
3/9/2011,37,",,7",19,",,7"
3/10/2011,44,",,7",30,",,7"
3/11/2011,40,",,7",23,",,7"
3/12/2011,39,",,7",13,",,7"
3/13/2011,44,",,7",22,",,7"
3/14/2011,51,",,7",31,",,7"
3/15/2011,45,",,7",28,",,7"
3/16/2011,39,",,7",31,",,7"
3/17/2011,35,",,7",24,",,7"
3/18/2011,41,",,7",24,",,7"
3/19/2011,48,",,7",27,",,7"
3/20/2011,39,",,7",11,",,7"
3/21/2011,39,",,7",18,",,7"
3/22/2011,45,",,7",30,",,7"
3/23/2011,43,",,7",16,",,7"
3/24/2011,45,",,7",18,",,7"
3/25/2011,47,",,7",28,",,7"
3/26/2011,42,",,7",28,",,7"
3/27/2011,42,",,7",28,",,7"
3/28/2011,42,",,7",26,",,7"
3/29/2011,42,",,7",20,",,7"
3/30/2011,40,",,7",27,",,7"
3/31/2011,39,",,7",32,",,7"
4/1/2011,51,",,7",33,",,7"
4/2/2011,62,",,7",35,",,7"
4/3/2011,44,",,7",23,",,7"
4/4/2011,41,",,7",24,",,7"
4/5/2011,39,",,7",30,",,7"
4/6/2011,44,",,7",27,",,7"
4/7/2011,38,",,7",25,",,7"
4/8/2011,37,",,7",25,",,7"
4/9/2011,42,",,7",29,",,7"
4/10/2011,47,",,7",24,",,7"
4/11/2011,47,",,7",30,",,7"
4/12/2011,47,",,7",29,",,7"
4/13/2011,51,",,7",25,",,7"
4/14/2011,46,",,7",22,",,7"
4/15/2011,42,",,7",29,",,7"
4/16/2011,43,",,7",34,",,7"
4/17/2011,54,",,7",35,",,7"
4/18/2011,51,",,7",34,",,7"
4/19/2011,50,",,7",20,",,7"
4/20/2011,44,",,7",19,",,7"
4/21/2011,51,",,7",26,",,7"
4/22/2011,39,",,7",20,",,7"
4/23/2011,43,",,7",16,",,7"
4/24/2011,55,",,7",21,",,7"
4/25/2011,58,",,7",31,",,7"
4/26/2011,47,",,7",28,",,7"
4/27/2011,44,",,7",22,",,7"
4/28/2011,52,",,7",31,",,7"
4/29/2011,36,",,7",17,",,7"
4/30/2011,41,",,7",25,",,7"
5/1/2011,52,",,7",24,",,7"
5/2/2011,55,",,7",24,",,7"
5/3/2011,60,",,7",28,",,7"
5/4/2011,49,",,7",27,",,7"
5/5/2011,60,",,7",27,",,7"
5/6/2011,68,",,7",31,",,7"
5/7/2011,55,",,7",39,",,7"
5/8/2011,58,",,7",35,",,7"
5/9/2011,53,",,7",34,",,7"
5/10/2011,51,",,7",39,",,7"
5/11/2011,63,",,7",28,",,7"
5/12/2011,70,",,7",36,",,7"
5/13/2011,70,",,7",34,",,7"
5/14/2011,78,",,7",39,",,7"
5/15/2011,73,",,7",41,",,7"
5/16/2011,68,",,7",33,",,7"
5/17/2011,47,",,7",27,",,7"
5/18/2011,55,",,7",33,",,7"
5/19/2011,60,",,7",29,",,7"
5/20/2011,66,",,7",33,",,7"
5/21/2011,62,",,7",32,",,7"
5/22/2011,70,",,7",41,",,7"
5/23/2011,63,",,7",32,",,7"
5/24/2011,62,",,7",39,",,7"
5/25/2011,53,",,7",34,",,7"
5/26/2011,69,",,7",34,",,7"
5/27/2011,50,",,7",35,",,7"
5/28/2011,52,",,7",32,",,7"
5/29/2011,55,",,7",34,",,7"
5/30/2011,46,",,7",36,",,7"
5/31/2011,60,",,7",34,",,7"
6/1/2011,64,",,7",43,",,7"
6/2/2011,64,",,7",39,",,7"
6/3/2011,51,",,7",37,",,7"
6/4/2011,61,",,7",29,",,7"
6/5/2011,74,",,7",36,",,7"
6/6/2011,82,",,7",43,",,7"
6/7/2011,74,",,7",45,",,7"
6/8/2011,57,",,7",42,",,7"
6/9/2011,61,",,7",32,",,7"
6/10/2011,58,",,7",31,",,7"
6/11/2011,64,",,7",41,",,7"
6/12/2011,66,",,7",43,",,7"
6/13/2011,68,",,7",44,",,7"
6/14/2011,63,",,7",34,",,7"
6/15/2011,72,",,7",36,",,7"
6/16/2011,65,",,7",32,",,7"
6/17/2011,57,",,7",36,",,7"
6/18/2011,67,",,7",38,",,7"
6/19/2011,55,",,7",44,",,7"
6/20/2011,63,",,7",36,",,7"
6/21/2011,74,",,7",38,",,7"
6/22/2011,80,",,7",41,",,7"
6/23/2011,87,",,7",47,",,7"
6/24/2011,77,",,7",43,",,7"
6/25/2011,72,",,7",34,",,7"
6/26/2011,71,",,7",37,",,7"
6/27/2011,74,",,7",37,",,7"
6/28/2011,83,",,7",46,",,7"
6/29/2011,87,",,7",52,",,7"
6/30/2011,73,",,7",45,",,7"
7/1/2011,71,",,7",37,",,7"
7/2/2011,78,",,7",39,",,7"
7/3/2011,86,",,7",44,",,7"
7/4/2011,88,",,7",44,",,7"
7/5/2011,90,",,7",46,",,7"
7/6/2011,90,",,7",47,",,7"
7/7/2011,91,",,7",46,",,7"
7/8/2011,81,",,7",48,",,7"
7/9/2011,78,",,7",37,",,7"
7/10/2011,82,",,7",40,",,7"
7/11/2011,87,",,7",44,",,7"
7/12/2011,89,",,7",44,",,7"
7/13/2011,88,",,7",48,",,7"
7/14/2011,84,",,7",50,",,7"
7/15/2011,77,",,7",40,",,7"
7/16/2011,82,",,7",53,",,7"
7/17/2011,81,",,7",42,",,7"
7/18/2011,89,",,7",43,",,7"
7/19/2011,93,",,7",43,",,7"
7/20/2011,81,",,7",41,",,7"
7/21/2011,77,",,7",40,",,7"
7/22/2011,81,",,7",45,",,7"
7/23/2011,78,",,7",37,",,7"
7/24/2011,83,",,7",41,",,7"
7/25/2011,96,",,7",55,",,7"
7/26/2011,90,",,7",46,",,7"
7/27/2011,81,",,7",43,",,7"
7/28/2011,81,",,7",41,",,7"
7/29/2011,86,",,7",42,",,7"
7/30/2011,89,",,7",45,",,7"
7/31/2011,88,",,7",51,",,7"
8/1/2011,91,",,7",56,",,7"
8/2/2011,87,",,7",47,",,7"
8/3/2011,88,",,7",46,",,7"
8/4/2011,90,",,7",44,",,7"
8/5/2011,78,",,7",43,",,7"
8/6/2011,83,",,7",45,",,7"
8/7/2011,87,",,7",45,",,7"
8/8/2011,87,",,7",42,",,7"
8/9/2011,87,",,7",48,",,7"
8/10/2011,86,",,7",45,",,7"
8/11/2011,85,",,7",40,",,7"
8/12/2011,82,",,7",39,",,7"
8/13/2011,86,",,7",41,",,7"
8/14/2011,92,",,7",45,",,7"
8/15/2011,86,",,7",43,",,7"
8/16/2011,77,",,7",37,",,7"
8/17/2011,82,",,7",40,",,7"
8/18/2011,88,",,7",44,",,7"
8/19/2011,85,",,7",38,",,7"
8/20/2011,86,",,7",42,",,7"
8/21/2011,92,",,7",45,",,7"
8/22/2011,94,",,7",46,",,7"
8/23/2011,94,",,7",45,",,7"
8/24/2011,90,",,7",43,",,7"
8/25/2011,96,",,7",52,",,7"
8/26/2011,93,",,7",47,",,7"
8/27/2011,95,",,7",47,",,7"
8/28/2011,88,",,7",48,",,7"
8/29/2011,95,",,7",52,",,7"
8/30/2011,84,",,7",43,",,7"
8/31/2011,88,",,7",46,",,7"
9/1/2011,76,",,7",39,",,7"
9/2/2011,73,",,7",33,",,7"
9/3/2011,79,",,7",32,",,7"
9/4/2011,81,",,7",33,",,7"
9/5/2011,87,",,7",36,",,7"
9/6/2011,88,",,7",42,",,7"
9/7/2011,88,",,7",40,",,7"
9/8/2011,87,",,7",41,",,7"
9/9/2011,86,",,7",40,",,7"
9/10/2011,85,",,7",41,",,7"
9/11/2011,89,",,7",44,",,7"
9/12/2011,87,",,7",42,",,7"
9/13/2011,87,",,7",42,",,7"
9/14/2011,87,",,7",41,",,7"
9/15/2011,84,",,7",45,",,7"
9/16/2011,74,",,7",49,",,7"
9/17/2011,67,",,7",33,",,7"
9/18/2011,67,",,7",37,",,7"
9/19/2011,72,",,7",39,",,7"
9/20/2011,74,",,7",34,",,7"
9/21/2011,77,",,7",33,",,7"
9/22/2011,82,",,7",35,",,7"
9/23/2011,84,",,7",37,",,7"
9/24/2011,88,",,7",36,",,7"
9/25/2011,90,",,7",40,",,7"
9/26/2011,80,",,7",37,",,7"
9/27/2011,75,",,7",37,",,7"
9/28/2011,81,",,7",38,",,7"
9/29/2011,78,",,7",33,",,7"
9/30/2011,86,",,7",35,",,7"
10/1/2011,86,",,7",45,",,7"
10/2/2011,79,",,7",45,",,7"
10/3/2011,77,",,7",40,",,7"
10/4/2011,79,",,7",44,",,7"
10/5/2011,49,",,7",40,",,7"
10/6/2011,46,",,7",36,",,7"
10/7/2011,44,",,7",37,",,7"
10/8/2011,48,",,7",38,",,7"
10/9/2011,59,",,7",27,",,7"
10/10/2011,62,",,7",29,",,7"
10/11/2011,53,",,7",38,",,7"
10/12/2011,51,",,7",31,",,7"
10/13/2011,58,",,7",32,",,7"
10/14/2011,61,",,7",41,",,7"
10/15/2011,70,",,7",42,",,7"
10/16/2011,66,",,7",43,",,7"
10/17/2011,54,",,7",35,",,7"
10/18/2011,55,",,7",26,",,7"
10/19/2011,62,",,7",27,",,7"
10/20/2011,62,",,7",30,",,7"
10/21/2011,63,",,7",34,",,7"
10/22/2011,56,",,7",31,",,7"
10/23/2011,61,",,7",36,",,7"
10/24/2011,67,",,7",36,",,7"
10/25/2011,52,",,7",21,",,7"
10/26/2011,46,",,7",17,",,7"
10/27/2011,50,",,7",18,",,7"
10/28/2011,53,",,7",19,",,7"
10/29/2011,52,",,7",24,",,7"
10/30/2011,57,",,7",24,",,7"
10/31/2011,63,",,7",26,",,7"
11/1/2011,55,",,7",29,",,7"
11/2/2011,39,",,7",15,",,7"
11/3/2011,50,",,7",16,",,7"
11/4/2011,53,",,7",22,",,7"
11/5/2011,37,",,7",24,",,7"
11/6/2011,34,",,7",23,",,7"
11/7/2011,35,",,7",21,",,7"
11/8/2011,40,",,7",22,",,7"
11/9/2011,40,",,7",16,",,7"
11/10/2011,47,",,7",18,",,7"
11/11/2011,54,",,7",20,",,7"
11/12/2011,53,",,7",22,",,7"
11/13/2011,33,",,7",26,",,7"
11/14/2011,41,",,7",27,",,7"
11/15/2011,37,",,7",23,",,7"
11/16/2011,36,",,7",4,",,7"
11/17/2011,38,",,7",8,",,7"
11/18/2011,39,",,7",28,",,7"
11/19/2011,30,",,7",15,",,7"
11/20/2011,26,",,7",6,",,7"
11/21/2011,35,",,7",9,",,7"
11/22/2011,41,",,7",29,",,7"
11/23/2011,39,",,7",31,",,7"
11/24/2011,48,",,7",31,",,7"
11/25/2011,41,",,7",29,",,7"
11/26/2011,37,",,7",8,",,7"
11/27/2011,38,",,7",14,",,7"
11/28/2011,56,",,7",19,",,7"
11/29/2011,42,",,7",22,",,7"
11/30/2011,40,",,7",27,",,7"
12/1/2011,35,",,7",14,",,7"
12/2/2011,38,",,7",14,",,7"
12/3/2011,32,",,7",6,",,7"
12/4/2011,23,",,7",6,",,7"
12/5/2011,32,",,7",-2,",,7"
12/6/2011,25,",,7",-1,",,7"
12/7/2011,34,",,7",10,",,7"
12/8/2011,36,",,7",6,",,7"
12/9/2011,34,",,7",7,",,7"
12/10/2011,38,",,7",9,",,7"
12/11/2011,42,",,7",10,",,7"
12/12/2011,35,",,7",10,",,7"
12/13/2011,33,",,7",4,",,7"
12/14/2011,32,",,7",5,",,7"
12/15/2011,41,",,7",20,",,7"
12/16/2011,36,",,7",14,",,7"
12/17/2011,37,",,7",13,",,7"
12/18/2011,41,",,7",13,",,7"
12/19/2011,39,",,7",11,",,7"
12/20/2011,34,",,7",8,",,7"
12/21/2011,34,",,7",10,",,7"
12/22/2011,28,",,7",-4,",,7"
12/23/2011,25,",,7",-3,",,7"
12/24/2011,30,",,7",2,",,7"
12/25/2011,36,",,7",8,",,7"
12/26/2011,47,",,7",13,",,7"
12/27/2011,39,",,7",19,",,7"
12/28/2011,39,",,7",29,",,7"
12/29/2011,40,",,7",29,",,7"
12/30/2011,43,",,7",29,",,7"
12/31/2011,42,",,7",16,",,7"
1/1/2012,32,",,7",16,",,7"
1/2/2012,40,",,7",20,",,7"
1/3/2012,46,",,7",20,",,7"
1/4/2012,45,",,7",19,",,7"
1/5/2012,49,",,7",21,",,7"
1/6/2012,50,",,7",15,",,7"
1/7/2012,32,",,7",16,",,7"
1/8/2012,34,",,7",18,",,7"
1/9/2012,37,",,7",14,",,7"
1/10/2012,44,",,7",15,",,7"
1/11/2012,39,",,7",4,",,7"
1/12/2012,29,",,7",0,",,7"
1/13/2012,32,",,7",1,",,7"
1/14/2012,39,",,7",7,",,7"
1/15/2012,45,",,7",23,",,7"
1/16/2012,29,",,7",7,",,7"
1/17/2012,23,",,7",11,",,7"
1/18/2012,25,",,7",18,",,7"
1/19/2012,32,",,7",25,",,7"
1/20/2012,36,",,7",32,",,7"
1/21/2012,40,",,7",32,",,7"
1/22/2012,37,",,7",16,",,7"
1/23/2012,32,",,7",16,",,7"
1/24/2012,37,",,7",0,",,7"
1/25/2012,33,",,7",5,",,7"
1/26/2012,45,",,7",31,",,7"
1/27/2012,43,",,7",11,",,7"
1/28/2012,35,",,7",3,",,7"
1/29/2012,35,",,7",5,",,7"
1/30/2012,48,",,7",24,",,7"
1/31/2012,39,",,7",13,",,7"
2/1/2012,39,",,7",15,",,7"
2/2/2012,35,",,7",22,",,7"
2/3/2012,39,",,7",2,",,7"
2/4/2012,37,",,7",3,",,7"
2/5/2012,38,",,7",4,",,7"
2/6/2012,40,",,7",3,",,7"
2/7/2012,40,",,7",5,",,7"
2/8/2012,43,",,7",12,",,7"
2/9/2012,37,",,7",22,",,7"
2/10/2012,45,",,7",32,",,7"
2/11/2012,48,",,7",26,",,7"
2/12/2012,41,",,7",30,",,7"
2/13/2012,45,",,7",23,",,7"
2/14/2012,45,",,7",24,",,7"
2/15/2012,40,",,7",17,",,7"
2/16/2012,36,",,7",7,",,7"
2/17/2012,37,",,7",9,",,7"
2/18/2012,48,",,7",30,",,7"
2/19/2012,34,",,7",13,",,7"
2/20/2012,36,",,7",11,",,7"
2/21/2012,30,",,7",18,",,7"
2/22/2012,37,",,7",29,",,7"
2/23/2012,41,",,7",22,",,7"
2/24/2012,38,",,7",11,",,7"
2/25/2012,45,",,7",16,",,7"
