"","SpringName","site_type","Water_Year","max_ndvi","max_ndvi_doy","amplitude_ndvi","dur_80th_ndvi","sos_doy_ndvi","eos_doy_ndvi","gsl_ndvi","CWB_tot_mm","snowmelt_timing","Dec_CWB_mm","Nov_CWB_mm","Oct_CWB_mm","Apr_CWB_mm","Aug_CWB_mm","Feb_CWB_mm","Jan_CWB_mm","Jul_CWB_mm","Jun_CWB_mm","Mar_CWB_mm","May_CWB_mm","Sep_CWB_mm","Fall_CWB_mm","Spring_CWB_mm","Summer_CWB_mm","Winter_CWB_mm","Latitude","Longitude","Elevation_m","TWI","Aspect","HLI","WEI"
"160","Ceanothus","Spring","2024",0.714369454534699,216,0.261395891923625,35.4,165,274,108,374.94,139.146666666667,64.77,58.42,30.87,62.41,-73.27,82.8,64.77,-86.39,-0.43,91.95,68.48,10.56,154.06,130.46,-149.1,239.52,45.15206157,-114.8339844,2216.59285,5.68,63.03135913,0.40721944,0.145139337
"161","Charred Snag","Non-Spring","2017",0.551344949797948,176,0.178418419614654,40.8,125,221,96,320.58,117.84,98.81,33.02,50.81,53.96,-110.67,102.36,50.55,-84.46,3,101.46,15.5,6.24,182.64,72.46,-188.89,254.37,45.13854716,-114.8960626,1845.39988,2.347937346,250.9337399,0.992442846,0.892950535
"162","Charred Snag","Non-Spring","2018",0.581541899917665,163,0.205077775297488,37,133,212,78,286.85,108.893333333333,93.73,89.92,40.21,44.62,-86.83,87.88,58.42,-95.44,19.19,69.85,20.65,-55.35,223.86,84.46,-237.62,216.15,45.13854716,-114.8960626,1845.39988,2.347937346,250.9337399,0.992442846,0.892950535
"163","Charred Snag","Non-Spring","2019",0.570989348749537,172,0.189641534615914,37,132,228,96,143.18,130.906666666667,43.43,44.45,35.58,40.91,-85.04,63.5,32,-59.34,-21.82,36.32,20.21,-7.02,123.46,39.3,-151.4,131.82,45.13854716,-114.8960626,1845.39988,2.347937346,250.9337399,0.992442846,0.892950535
"164","Charred Snag","Non-Spring","2020",0.593472426117633,178,0.177057817930896,37.6,140,227,87,236.96,137.266666666667,32.26,22.1,56.9,28.95,-101.47,91.95,85.09,-60.67,39.48,46.23,46.33,-50.19,111.26,114.76,-212.33,223.27,45.13854716,-114.8960626,1845.39988,2.347937346,250.9337399,0.992442846,0.892950535
"165","Charred Snag","Non-Spring","2021",0.55553815753063,164,0.193490963917653,39,143,202,59,-13.19,119.906666666667,57.4,48.26,31.46,-12.75,-75.3,84.33,35.81,-95.97,-69.63,27.94,9.71,-54.45,137.12,-72.67,-225.72,148.08,45.13854716,-114.8960626,1845.39988,2.347937346,250.9337399,0.992442846,0.892950535
"166","Charred Snag","Non-Spring","2022",0.586763534100637,178,0.258869799226557,40.8,133,222,89,218.83,110.9,87.88,38.35,28.58,64.85,-92.04,26.42,63.25,-78.05,-6.43,39.9,80.54,-34.42,154.81,138.96,-204.51,129.57,45.13854716,-114.8960626,1845.39988,2.347937346,250.9337399,0.992442846,0.892950535
"167","Charred Snag","Non-Spring","2023",0.652338262465745,181,0.237611821681323,34.6,149,223,74,248.32,109.6,71.12,55.37,4.64,24.38,-10.25,23.37,30.48,-70.71,35.47,81.03,14.17,-10.75,131.13,74.02,-91.71,134.88,45.13854716,-114.8960626,1845.39988,2.347937346,250.9337399,0.992442846,0.892950535
"168","Charred Snag","Non-Spring","2024",0.591924601242619,170,0.249058112631207,35.4,132,207,75,87.19,129.493333333333,41.66,46.74,8.86,38.52,-97.19,54.36,46.48,-96.84,-35.59,54.61,26.92,-1.34,97.26,29.85,-195.37,155.45,45.13854716,-114.8960626,1845.39988,2.347937346,250.9337399,0.992442846,0.892950535
"169","Charred Snag","Spring","2021",0.727728716210836,171,0.339218561176287,39,144,269,125,-13.19,119.906666666667,57.4,48.26,31.46,-12.75,-75.3,84.33,35.81,-95.97,-69.63,27.94,9.71,-54.45,137.12,-72.67,-225.72,148.08,45.13808221,-114.896557,1822.89347,4.185377598,338.6096145,0.648853958,0.630471289
"170","Charred Snag","Spring","2022",0.713101343703662,200,0.373714388007767,40.8,140,277,136,218.83,110.9,87.88,38.35,28.58,64.85,-92.04,26.42,63.25,-78.05,-6.43,39.9,80.54,-34.42,154.81,138.96,-204.51,129.57,45.13808221,-114.896557,1822.89347,4.185377598,338.6096145,0.648853958,0.630471289
"171","Charred Snag","Spring","2023",0.732297500923965,190,0.273656265268581,34.6,147,261,115,248.32,109.6,71.12,55.37,4.64,24.38,-10.25,23.37,30.48,-70.71,35.47,81.03,14.17,-10.75,131.13,74.02,-91.71,134.88,45.13808221,-114.896557,1822.89347,4.185377598,338.6096145,0.648853958,0.630471289
"172","Charred Snag","Spring","2017",0.690696958548752,191,0.22432699280695,40.8,148,236,89,320.58,117.84,98.81,33.02,50.81,53.96,-110.67,102.36,50.55,-84.46,3,101.46,15.5,6.24,182.64,72.46,-188.89,254.37,45.13808221,-114.896557,1822.89347,4.185377598,338.6096145,0.648853958,0.630471289
"173","Charred Snag","Spring","2018",0.68210708459036,182,0.212071590186916,37,142,252,110,286.85,108.893333333333,93.73,89.92,40.21,44.62,-86.83,87.88,58.42,-95.44,19.19,69.85,20.65,-55.35,223.86,84.46,-237.62,216.15,45.13808221,-114.896557,1822.89347,4.185377598,338.6096145,0.648853958,0.630471289
"174","Charred Snag","Spring","2019",0.704731668670168,197,0.203152831563789,37,144,256,112,143.18,130.906666666667,43.43,44.45,35.58,40.91,-85.04,63.5,32,-59.34,-21.82,36.32,20.21,-7.02,123.46,39.3,-151.4,131.82,45.13808221,-114.896557,1822.89347,4.185377598,338.6096145,0.648853958,0.630471289
"175","Charred Snag","Spring","2020",0.693840846683065,200,0.208956993006595,37.6,145,259,114,236.96,137.266666666667,32.26,22.1,56.9,28.95,-101.47,91.95,85.09,-60.67,39.48,46.23,46.33,-50.19,111.26,114.76,-212.33,223.27,45.13808221,-114.896557,1822.89347,4.185377598,338.6096145,0.648853958,0.630471289
"176","Charred Snag","Spring","2024",0.728230620334387,183,0.273741313451934,35.4,143,251,108,87.19,129.493333333333,41.66,46.74,8.86,38.52,-97.19,54.36,46.48,-96.84,-35.59,54.61,26.92,-1.34,97.26,29.85,-195.37,155.45,45.13808221,-114.896557,1822.89347,4.185377598,338.6096145,0.648853958,0.630471289
"177","Complex 2","Non-Spring","2017",0.491005426374906,165,0.174235358911269,40.8,122,209,87,115.76,113.013333333333,78.99,26.38,35.23,30.62,-119.99,72.64,39.12,-92.08,-13.41,61.03,6.04,-8.81,140.6,23.25,-220.88,172.79,45.08010922,-114.8545883,1618.616779,0.880063534,89.31504585,0.490904272,0.065386951
"178","Complex 2","Non-Spring","2020",0.492131902787955,171,0.190377625373871,37.6,135,221,86,97.31,135.466666666667,24.38,20.57,45.96,14.11,-109.09,78.23,60.96,-70.25,28.22,34.8,26.9,-57.48,90.91,69.23,-236.82,173.99,45.08010922,-114.8545883,1618.616779,0.880063534,89.31504585,0.490904272,0.065386951
"179","Complex 2","Non-Spring","2021",0.456925678443838,162,0.16826609532899,39,130,230,99,-179.53,117.48,46.23,33.02,14.26,-24.96,-86.21,39.37,22.35,-97.16,-78,16.89,-0.29,-65.03,93.51,-103.25,-248.4,78.61,45.08010922,-114.8545883,1618.616779,0.880063534,89.31504585,0.490904272,0.065386951
"180","Complex 2","Non-Spring","2022",0.504824582369807,172,0.190768136694452,40.8,131,211,80,17.66,117.48,59.69,19.84,15.18,36.21,-105.29,16.26,50.8,-84.57,-22.02,22.53,52.67,-43.64,94.71,66.86,-233.5,89.59,45.08010922,-114.8545883,1618.616779,0.880063534,89.31504585,0.490904272,0.065386951
"181","Complex 2","Non-Spring","2023",0.526751507662499,170,0.180594317144268,34.8,139,202,63,64.1,140.8,48.51,41.66,-7.76,0.18,-18.34,12.45,18.29,-78.83,11.91,62.48,-9.84,-16.61,82.41,2.25,-113.78,93.22,45.08010922,-114.8545883,1618.616779,0.880063534,89.31504585,0.490904272,0.065386951
"182","Complex 2","Non-Spring","2019",0.48050686142,165,0.149346063267106,37,137,207,70,-32.49,133.32,26.16,30.73,25.58,15.69,-101.29,46.99,19.05,-72.93,-39.08,27.69,7.65,-18.73,82.47,-15.74,-192.95,93.73,45.08010922,-114.8545883,1618.616779,0.880063534,89.31504585,0.490904272,0.065386951
"183","Complex 2","Non-Spring","2024",0.512493305272634,163,0.223620563534349,32.8,136,202,66,-80.03,131.906666666667,29.46,33.48,0.28,22.96,-109.37,41.4,23.62,-104.46,-52.87,39.37,1.78,-5.68,63.22,-28.13,-219.51,104.39,45.08010922,-114.8545883,1618.616779,0.880063534,89.31504585,0.490904272,0.065386951
"184","Complex 2","Non-Spring","2018",0.497363621167155,157,0.196252333356747,36.6,127,211,85,94.95,106.486666666667,75.69,76.2,25.43,20.31,-100.31,62.74,44.2,-102.35,0.85,50.29,3.92,-62.02,177.32,25.08,-264.68,157.23,45.08010922,-114.8545883,1618.616779,0.880063534,89.31504585,0.490904272,0.065386951
"185","Complex 2","Spring","2018",0.630998675256446,166,0.249104557330816,36.6,135,253,118,94.95,106.486666666667,75.69,76.2,25.43,20.31,-100.31,62.74,44.2,-102.35,0.85,50.29,3.92,-62.02,177.32,25.08,-264.68,157.23,45.07993621,-114.854743,1623.567977,0.793044448,115.547435,0.618842781,0.117882967
"186","Complex 2","Spring","2019",0.626894520543521,177,0.197326387088676,37,142,258,115,-32.49,133.32,26.16,30.73,25.58,15.69,-101.29,46.99,19.05,-72.93,-39.08,27.69,7.65,-18.73,82.47,-15.74,-192.95,93.73,45.07993621,-114.854743,1623.567977,0.793044448,115.547435,0.618842781,0.117882967
"187","Complex 2","Spring","2020",0.629243279461709,181,0.233117706982373,37.6,139,260,121,97.31,135.466666666667,24.38,20.57,45.96,14.11,-109.09,78.23,60.96,-70.25,28.22,34.8,26.9,-57.48,90.91,69.23,-236.82,173.99,45.07993621,-114.854743,1623.567977,0.793044448,115.547435,0.618842781,0.117882967
"188","Complex 2","Spring","2017",0.627116085105926,174,0.246832220410441,40.8,135,239,104,115.76,113.013333333333,78.99,26.38,35.23,30.62,-119.99,72.64,39.12,-92.08,-13.41,61.03,6.04,-8.81,140.6,23.25,-220.88,172.79,45.07993621,-114.854743,1623.567977,0.793044448,115.547435,0.618842781,0.117882967
"189","Complex 2","Spring","2022",0.658524709484692,187,0.298322911438129,40.8,137,273,136,17.66,117.48,59.69,19.84,15.18,36.21,-105.29,16.26,50.8,-84.57,-22.02,22.53,52.67,-43.64,94.71,66.86,-233.5,89.59,45.07993621,-114.854743,1623.567977,0.793044448,115.547435,0.618842781,0.117882967
"190","Complex 2","Spring","2023",0.683448405705587,162,0.25327444123966,36.7885714285715,138,266,128,64.1,140.8,48.51,41.66,-7.76,0.18,-18.34,12.45,18.29,-78.83,11.91,62.48,-9.84,-16.61,82.41,2.25,-113.78,93.22,45.07993621,-114.854743,1623.567977,0.793044448,115.547435,0.618842781,0.117882967
"191","Complex 2","Spring","2021",0.635079939607944,169,0.278620730353716,39,136,264,128,-179.53,117.48,46.23,33.02,14.26,-24.96,-86.21,39.37,22.35,-97.16,-78,16.89,-0.29,-65.03,93.51,-103.25,-248.4,78.61,45.07993621,-114.854743,1623.567977,0.793044448,115.547435,0.618842781,0.117882967
"192","Complex 2","Spring","2024",0.681807017790818,170,0.302943742740696,32.8,136,243,107,-80.03,131.906666666667,29.46,33.48,0.28,22.96,-109.37,41.4,23.62,-104.46,-52.87,39.37,1.78,-5.68,63.22,-28.13,-219.51,104.39,45.07993621,-114.854743,1623.567977,0.793044448,115.547435,0.618842781,0.117882967
"193","Complex 3","Non-Spring","2024",0.567065304814959,164,0.238210509556201,32.8,136,209,73,-79.87,131.906666666667,29.46,33.5,0.3,22.99,-109.35,41.4,23.62,-104.44,-52.85,39.37,1.79,-5.66,63.26,-28.07,-219.45,104.39,45.07933017,-114.8547129,1627.153581,1.082036853,73.09800544,0.335578233,0.084040999
"194","Complex 3","Non-Spring","2021",0.51968632180938,163,0.201780237115025,39,137,207,70,-179.4,117.48,46.23,33.02,14.27,-24.94,-86.19,39.37,22.35,-97.14,-77.99,16.91,-0.28,-65.01,93.52,-103.21,-248.34,78.63,45.07933017,-114.8547129,1627.153581,1.082036853,73.09800544,0.335578233,0.084040999
"195","Complex 3","Non-Spring","2022",0.550881323812568,175,0.215607535263359,40.8,132,218,86,17.82,117.48,59.69,19.86,15.19,36.23,-105.27,16.26,50.8,-84.55,-22,22.55,52.68,-43.62,94.74,66.91,-233.44,89.61,45.07933017,-114.8547129,1627.153581,1.082036853,73.09800544,0.335578233,0.084040999
"196","Complex 3","Non-Spring","2023",0.587884917886498,172,0.20238226860383,34.8,141,210,70,64.23,140.8,48.51,41.66,-7.75,0.2,-18.32,12.45,18.29,-78.81,11.93,62.48,-9.82,-16.59,82.42,2.31,-113.72,93.22,45.07933017,-114.8547129,1627.153581,1.082036853,73.09800544,0.335578233,0.084040999
"197","Complex 3","Non-Spring","2019",0.526348671904357,170,0.180371648579291,37,133,219,86,-32.38,133.32,26.16,30.73,25.59,15.71,-101.27,46.99,19.05,-72.92,-39.06,27.69,7.66,-18.71,82.48,-15.69,-192.9,93.73,45.07933017,-114.8547129,1627.153581,1.082036853,73.09800544,0.335578233,0.084040999
"198","Complex 3","Non-Spring","2020",0.540789262026103,173,0.196849876570192,37.6,137,232,96,97.47,135.466666666667,24.38,20.57,45.99,14.13,-109.06,78.23,60.96,-70.23,28.24,34.8,26.92,-57.46,90.94,69.29,-236.75,173.99,45.07933017,-114.8547129,1627.153581,1.082036853,73.09800544,0.335578233,0.084040999
"199","Complex 3","Non-Spring","2017",0.5256555544264,169,0.175452379804647,40.8,127,214,87,115.94,113.013333333333,78.99,26.41,35.25,30.64,-119.97,72.64,39.12,-92.06,-13.39,61.04,6.06,-8.79,140.65,23.31,-220.82,172.8,45.07933017,-114.8547129,1627.153581,1.082036853,73.09800544,0.335578233,0.084040999
"200","Complex 3","Non-Spring","2018",0.552052855901347,161,0.22065608812324,36.6,132,212,81,95.1,106.486666666667,75.69,76.2,25.45,20.34,-100.28,62.74,44.2,-102.33,0.86,50.29,3.94,-62,177.34,25.14,-264.61,157.23,45.07933017,-114.8547129,1627.153581,1.082036853,73.09800544,0.335578233,0.084040999
"201","Complex 3","Spring","2019",0.638802548224894,177,0.203441942868657,37,141,256,114,-32.38,133.32,26.16,30.73,25.59,15.71,-101.27,46.99,19.05,-72.92,-39.06,27.69,7.66,-18.71,82.48,-15.69,-192.9,93.73,45.07956921,-114.854758,1624.169186,3.648911238,62.27598427,0.324896842,0.15914911
"202","Complex 3","Spring","2017",0.631430351010513,178,0.24300569904036,40.8,134,243,110,115.94,113.013333333333,78.99,26.41,35.25,30.64,-119.97,72.64,39.12,-92.06,-13.39,61.04,6.06,-8.79,140.65,23.31,-220.82,172.8,45.07956921,-114.854758,1624.169186,3.648911238,62.27598427,0.324896842,0.15914911
"203","Complex 3","Spring","2018",0.642299277442326,168,0.256118816157846,36.6,136,252,116,95.1,106.486666666667,75.69,76.2,25.45,20.34,-100.28,62.74,44.2,-102.33,0.86,50.29,3.94,-62,177.34,25.14,-264.61,157.23,45.07956921,-114.854758,1624.169186,3.648911238,62.27598427,0.324896842,0.15914911
"204","Complex 3","Spring","2023",0.690624454913059,161,0.267800029640571,39.7714285714285,137,268,131,64.23,140.8,48.51,41.66,-7.75,0.2,-18.32,12.45,18.29,-78.81,11.93,62.48,-9.82,-16.59,82.42,2.31,-113.72,93.22,45.07956921,-114.854758,1624.169186,3.648911238,62.27598427,0.324896842,0.15914911
"205","Complex 3","Spring","2020",0.63611006085971,187,0.240423954405666,37.6,139,260,121,97.47,135.466666666667,24.38,20.57,45.99,14.13,-109.06,78.23,60.96,-70.23,28.24,34.8,26.92,-57.46,90.94,69.29,-236.75,173.99,45.07956921,-114.854758,1624.169186,3.648911238,62.27598427,0.324896842,0.15914911
"206","Complex 3","Spring","2021",0.646897082669427,169,0.286577992488533,39,138,262,124,-179.4,117.48,46.23,33.02,14.27,-24.94,-86.19,39.37,22.35,-97.14,-77.99,16.91,-0.28,-65.01,93.52,-103.21,-248.34,78.63,45.07956921,-114.854758,1624.169186,3.648911238,62.27598427,0.324896842,0.15914911
"207","Complex 3","Spring","2022",0.673681394006836,187,0.31518488216278,40.8,137,272,135,17.82,117.48,59.69,19.86,15.19,36.23,-105.27,16.26,50.8,-84.55,-22,22.55,52.68,-43.62,94.74,66.91,-233.44,89.61,45.07956921,-114.854758,1624.169186,3.648911238,62.27598427,0.324896842,0.15914911
"208","Complex 3","Spring","2024",0.691705134814534,170,0.307282574771121,32.8,136,241,105,-79.87,131.906666666667,29.46,33.5,0.3,22.99,-109.35,41.4,23.62,-104.44,-52.85,39.37,1.79,-5.66,63.26,-28.07,-219.45,104.39,45.07956921,-114.854758,1624.169186,3.648911238,62.27598427,0.324896842,0.15914911
"209","Cougar_37","Non-Spring","2018",0.565511332872844,205,0.313099219822238,37.2,140,295,155,544.3,166.653333333333,105.66,111,63.51,82.86,-65.77,111.25,82.04,-86.67,43.42,98.04,44.56,-45.6,280.17,170.84,-198.04,291.33,45.14649207,-114.83389,2121.910022,4.618155956,83.36664526,0.51775825,0.039276302
"210","Cougar_37","Non-Spring","2017",0.563932618524089,173,0.425993559374002,40.8,137,285,148,624.12,122.666666666667,123.7,41.91,71.18,93.53,-100.42,147.07,66.8,-78.83,26.98,167.5,27.39,37.31,236.79,147.9,-141.94,381.37,45.14649207,-114.83389,2121.910022,4.618155956,83.36664526,0.51775825,0.039276302
"211","Cougar_37","Non-Spring","2022",0.609981180727901,208,0.457095001260863,40.8,137,293,156,524.05,126.493333333333,126.49,57.91,49.68,101.6,-72.72,36.58,85.34,-68.35,34.11,76.45,117.31,-20.35,234.08,253.02,-161.42,198.37,45.14649207,-114.83389,2121.910022,4.618155956,83.36664526,0.51775825,0.039276302
"212","Cougar_37","Non-Spring","2023",0.617074217035017,167,0.265004991075821,62.64,147,294,147,527.07,164.8,95.5,79.76,18.4,65.42,4.45,45.47,45.47,-60.87,85.93,119.89,27.79,-0.14,193.66,179.14,-56.56,210.83,45.14649207,-114.83389,2121.910022,4.618155956,83.36664526,0.51775825,0.039276302
"213","Cougar_37","Non-Spring","2019",0.595198431829142,202,0.301538763785812,69.7714285714286,136,270,134,458.98,156.173333333333,68.07,71.12,52.81,84.72,-58.18,123.44,56.9,-40.55,5.59,50.8,33.48,10.78,192,123.79,-87.95,231.14,45.14649207,-114.83389,2121.910022,4.618155956,83.36664526,0.51775825,0.039276302
"214","Cougar_37","Non-Spring","2020",0.585830752176387,203,0.275137865306984,37.6,146,294,147,478.74,157.2,48.01,29.97,74.17,59.33,-89.59,108.46,123.95,-42.05,62.99,65.79,70.27,-32.56,152.15,192.59,-164.2,298.2,45.14649207,-114.83389,2121.910022,4.618155956,83.36664526,0.51775825,0.039276302
"215","Cougar_37","Non-Spring","2021",0.598905172386358,195,0.41048291217899,39,133,292,159,222.63,144.173333333333,74.17,64.77,58.88,8.63,-59.62,126.75,60.71,-88.43,-50.49,41.91,23.2,-37.85,197.82,-18.66,-185.9,229.37,45.14649207,-114.83389,2121.910022,4.618155956,83.36664526,0.51775825,0.039276302
"216","Cougar_37","Non-Spring","2024",0.603691410556502,213,0.165625445357446,35.4,164,270,105,347.44,136.733333333333,64.77,58.42,27.42,56.8,-77.7,82.8,64.77,-90.52,-4.15,91.95,65.2,7.68,150.61,117.85,-160.54,239.52,45.14649207,-114.83389,2121.910022,4.618155956,83.36664526,0.51775825,0.039276302
"217","Cougar_37","Spring","2017",0.670003700784972,197,0.434703236381927,40.8,139,285,146,624.12,122.666666666667,123.7,41.91,71.18,93.53,-100.42,147.07,66.8,-78.83,26.98,167.5,27.39,37.31,236.79,147.9,-141.94,381.37,45.1469284,-114.8333491,2103.498858,6.175679207,107.6427485,0.621511161,0.048978329
"218","Cougar_37","Spring","2020",0.698287496798548,200,0.332457384136512,37.6,149,287,139,478.74,157.2,48.01,29.97,74.17,59.33,-89.59,108.46,123.95,-42.05,62.99,65.79,70.27,-32.56,152.15,192.59,-164.2,298.2,45.1469284,-114.8333491,2103.498858,6.175679207,107.6427485,0.621511161,0.048978329
"219","Cougar_37","Spring","2021",0.734074594907134,187,0.465433888989245,39,138,292,154,222.63,144.173333333333,74.17,64.77,58.88,8.63,-59.62,126.75,60.71,-88.43,-50.49,41.91,23.2,-37.85,197.82,-18.66,-185.9,229.37,45.1469284,-114.8333491,2103.498858,6.175679207,107.6427485,0.621511161,0.048978329
"220","Cougar_37","Spring","2018",0.679406758603241,205,0.359254171237725,37.2,142,294,152,544.3,166.653333333333,105.66,111,63.51,82.86,-65.77,111.25,82.04,-86.67,43.42,98.04,44.56,-45.6,280.17,170.84,-198.04,291.33,45.1469284,-114.8333491,2103.498858,6.175679207,107.6427485,0.621511161,0.048978329
"221","Cougar_37","Spring","2019",0.71634361026385,202,0.329658245260326,65.5428571428571,145,271,127,458.98,156.173333333333,68.07,71.12,52.81,84.72,-58.18,123.44,56.9,-40.55,5.59,50.8,33.48,10.78,192,123.79,-87.95,231.14,45.1469284,-114.8333491,2103.498858,6.175679207,107.6427485,0.621511161,0.048978329
"222","Cougar_37","Spring","2024",0.762030456287786,208,0.307429986967488,35.4,165,275,109,347.44,136.733333333333,64.77,58.42,27.42,56.8,-77.7,82.8,64.77,-90.52,-4.15,91.95,65.2,7.68,150.61,117.85,-160.54,239.52,45.1469284,-114.8333491,2103.498858,6.175679207,107.6427485,0.621511161,0.048978329
"223","Cougar_37","Spring","2022",0.744283112801267,213,0.516809944207905,40.8,144,293,149,524.05,126.493333333333,126.49,57.91,49.68,101.6,-72.72,36.58,85.34,-68.35,34.11,76.45,117.31,-20.35,234.08,253.02,-161.42,198.37,45.1469284,-114.8333491,2103.498858,6.175679207,107.6427485,0.621511161,0.048978329
"224","Cougar_37","Spring","2023",0.751435548189461,215,0.331346724094572,34.8,151,278,127,527.07,164.8,95.5,79.76,18.4,65.42,4.45,45.47,45.47,-60.87,85.93,119.89,27.79,-0.14,193.66,179.14,-56.56,210.83,45.1469284,-114.8333491,2103.498858,6.175679207,107.6427485,0.621511161,0.048978329
"225","Cougar_39","Non-Spring","2024",0.604653116752389,199,0.155064665327031,35.4,160,254,94,270.59,124.666666666667,58.93,55.63,21.05,50.26,-84.27,68.58,60.45,-94.28,-12.61,84.33,56.69,5.83,135.61,94.34,-172.72,213.36,45.13973386,-114.8389562,2030.415611,3.642040968,115.7340674,0.626234651,0.140215039
"226","Cougar_39","Non-Spring","2018",0.601060180325252,178,0.200097333651048,37.2,144,243,99,469.01,125.74,102.87,104.9,55.77,69.63,-72.1,105.66,76.71,-89.93,35.69,91.69,37.16,-49.04,263.54,142.48,-211.07,274.06,45.13973386,-114.8389562,2030.415611,3.642040968,115.7340674,0.626234651,0.140215039
"227","Cougar_39","Non-Spring","2019",0.580561824223089,204,0.112993805091819,37,154,257,103,371.92,148.993333333333,61.98,64.01,47.26,72.59,-66.79,109.98,52.32,-46.65,-3.11,47.5,28,4.83,173.25,97.48,-108.61,209.8,45.13973386,-114.8389562,2030.415611,3.642040968,115.7340674,0.626234651,0.140215039
"228","Cougar_39","Non-Spring","2020",0.621636732344314,198,0.1970843360323,67.68,140,258,118,407.88,152.4,44.96,27.69,69.6,49.25,-94.14,99.57,115.32,-47.67,56.77,61.21,62.5,-37.18,142.25,168.52,-178.99,276.1,45.13973386,-114.8389562,2030.415611,3.642040968,115.7340674,0.626234651,0.140215039
"229","Cougar_39","Non-Spring","2017",0.580421127431842,184,0.246521526440264,40.8,145,281,135,544.25,120.253333333333,118.62,40.64,63.53,81.16,-104.92,137.67,64.01,-81.54,19.09,155.49,22.47,28.03,222.79,122.72,-158.43,357.17,45.13973386,-114.8389562,2030.415611,3.642040968,115.7340674,0.626234651,0.140215039
"230","Cougar_39","Non-Spring","2022",0.643157883837995,194,0.312460473024364,40.8,138,285,147,445.19,122.333333333333,117.86,54.36,45.34,92.91,-79.32,28.96,80.52,-71.67,24.07,70.53,106.44,-24.81,217.56,223.42,-175.8,180.01,45.13973386,-114.8389562,2030.415611,3.642040968,115.7340674,0.626234651,0.140215039
"231","Cougar_39","Non-Spring","2023",0.60412519428643,188,0.139681009717697,34.4,150,256,106,450,164.8,91.69,72.39,13.54,52.55,0.36,33.27,42.16,-64.24,74.46,112.01,25.53,-3.72,177.62,152.54,-67.6,187.44,45.13973386,-114.8389562,2030.415611,3.642040968,115.7340674,0.626234651,0.140215039
"232","Cougar_39","Non-Spring","2021",0.61573529866089,189,0.211912551554237,39,153,249,96,136.73,132.04,69.85,60.2,48.46,1.9,-64.92,98.3,55.88,-91.6,-55.99,39.12,18.5,-42.97,178.51,-35.59,-199.49,193.3,45.13973386,-114.8389562,2030.415611,3.642040968,115.7340674,0.626234651,0.140215039
"233","Cougar_39","Spring","2019",0.691199683538476,209,0.224394813087502,37,157,265,108,371.92,148.993333333333,61.98,64.01,47.26,72.59,-66.79,109.98,52.32,-46.65,-3.11,47.5,28,4.83,173.25,97.48,-108.61,209.8,45.13988319,-114.8380436,1999.802789,5.176647663,134.207034,0.756506801,0.244429886
"234","Cougar_39","Spring","2022",0.753127860719175,201,0.424901720377736,40.8,148,286,138,445.19,122.333333333333,117.86,54.36,45.34,92.91,-79.32,28.96,80.52,-71.67,24.07,70.53,106.44,-24.81,217.56,223.42,-175.8,180.01,45.13988319,-114.8380436,1999.802789,5.176647663,134.207034,0.756506801,0.244429886
"235","Cougar_39","Spring","2023",0.710252400142506,198,0.255314518978371,34.8,152,264,112,450,164.8,91.69,72.39,13.54,52.55,0.36,33.27,42.16,-64.24,74.46,112.01,25.53,-3.72,177.62,152.54,-67.6,187.44,45.13988319,-114.8380436,1999.802789,5.176647663,134.207034,0.756506801,0.244429886
"236","Cougar_39","Spring","2020",0.697291012498603,199,0.294066898104513,37.6,146,278,131,407.88,152.4,44.96,27.69,69.6,49.25,-94.14,99.57,115.32,-47.67,56.77,61.21,62.5,-37.18,142.25,168.52,-178.99,276.1,45.13988319,-114.8380436,1999.802789,5.176647663,134.207034,0.756506801,0.244429886
"237","Cougar_39","Spring","2021",0.722624678289167,191,0.337843284206595,39,154,278,124,136.73,132.04,69.85,60.2,48.46,1.9,-64.92,98.3,55.88,-91.6,-55.99,39.12,18.5,-42.97,178.51,-35.59,-199.49,193.3,45.13988319,-114.8380436,1999.802789,5.176647663,134.207034,0.756506801,0.244429886
"238","Cougar_39","Spring","2017",0.695646736436051,193,0.364191025172509,40.8,150,282,132,544.25,120.253333333333,118.62,40.64,63.53,81.16,-104.92,137.67,64.01,-81.54,19.09,155.49,22.47,28.03,222.79,122.72,-158.43,357.17,45.13988319,-114.8380436,1999.802789,5.176647663,134.207034,0.756506801,0.244429886
"239","Cougar_39","Spring","2018",0.680072991029533,189,0.27196449265626,37.2,146,267,121,469.01,125.74,102.87,104.9,55.77,69.63,-72.1,105.66,76.71,-89.93,35.69,91.69,37.16,-49.04,263.54,142.48,-211.07,274.06,45.13988319,-114.8380436,1999.802789,5.176647663,134.207034,0.756506801,0.244429886
"240","Cougar_39","Spring","2024",0.744324731958132,209,0.285254262417035,35.4,163,270,106,270.59,124.666666666667,58.93,55.63,21.05,50.26,-84.27,68.58,60.45,-94.28,-12.61,84.33,56.69,5.83,135.61,94.34,-172.72,213.36,45.13988319,-114.8380436,1999.802789,5.176647663,134.207034,0.756506801,0.244429886
"241","Drinking Bull Snake","Non-Spring","2020",0.559245378423477,161,0.182241399432016,37.6,128,214,86,-76.64,120.233333333333,24.38,12.19,26.91,-13.72,-125.11,68.58,47.5,-83.95,13.56,15.36,9.28,-71.62,63.48,9.12,-280.68,131.44,45.10018263,-114.8296675,1221.706053,2.513063192,355.6248055,0.483971328,0.530911088
